RANKING,NIT,RAZON_SOCIAL,CODIGO_DEPARTAMENTO,DEPARTAMENTO,CODIGO_MUNICIPIO,MUNICIPIO,CIIU,DESCRIPCION_CIIU,AÑOS_EMPRESA,ACTIVOS_2023,PASIVOS_2023,PATRIMONIO_2023,INGRESOS_OPERACIONALES_2023,UTILIDAD_2023,ACTIVOS_2022,PASIVOS_2022,PATRIMONIO_2022,INGRESOS_OPERACIONALES_2022,UTILIDAD_2022,DIRECCION,TELEFONO,CELULAR,EMAIL,SUPERVISOR
1433,900677100,GRUPO DISTRICOMER SAS,68,SANTANDER,68307,GIRÓN,4669,Comercio al por mayor de otros productos n.c.p.,10.13552361396304,78960754000.0,54297644000.0,24663110000.0,199324944000.0,4660399000.0,81001335000.0,60998625000.0,20002710000.0,191932016000.0,3590543000.0,CRA 17 60-170 KM 1 VIA CHIMITA BARRIO CHIMITA,3118485097,3118485097,gonzalez.olga18@hotmail.com,SUPERSOCIEDADES
1434,900297009,FRESENIUS MEDICAL CARE ANDINA SAS,25,CUNDINAMARCA,25214,COTA,2100,"Fabricación de productos farmacéuticos, sustancias químicas medicinales y productos botánicos de uso farmacéutico",14.516084873374401,362489465000.0,178095517000.0,184393948000.0,199007136000.0,-11153587000.0,314384641000.0,118837106000.0,195547535000.0,149561552000.0,4090091000.0,KM 1 VIA FUNZA SIBERIA,2941400,3166938928,impuestos.freseniuscol@freseniusmedicalcare.com,SUPERSOCIEDADES
1435,805026021,CI RTA DESIGN SAS,76,VALLE DEL CAUCA,76892,YUMBO,3110,Fabricación de muebles,20.906228610540726,135411200000.0,86279371000.0,49131829000.0,198933616000.0,9032567000.0,130132319000.0,90033057000.0,40099262000.0,206604496000.0,9268962000.0,CR 15 17 28 LA NUEVA ESTANCIA,6911700,3172234654,contador.rta@rta.com.co,SUPERSOCIEDADES
1436,800184925,ELECTROLUX S.A,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C.",4644,Comercio al por mayor de aparatos y equipo de uso doméstico,31.0362765229295,127646251000.0,115581903000.0,12064348000.0,198928048000.0,-716748000.0,113304726000.0,100538401000.0,12766325000.0,172334288000.0,-5323238000.0,AV CRA 19 120 71,7434767,3166915696,AVISOS.JUDICIALES@ELECTROLUX.COM,SUPERSOCIEDADES
1437,900757756,GSG- GESTION DE SERVICIOS GLOBALES S.A.S.,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C.",8220,Actividades de centros de llamadas (call center),9.401779603011637,179297342000.0,93034467000.0,86262875000.0,198838128000.0,3505604000.0,169548217000.0,86790946000.0,82757271000.0,136230704000.0,2845596000.0,Ac 26 No. 92 - 32 Edif G3,4252330,3156350891,cornelia.palaciojaramillo@scotiabank.com,SUPERSOCIEDADES
1438,900055635,INVERSIONES LIGOL SAS,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C.",4731,Comercio al por menor de combustible para automotores,18.480492813141684,61640619000.0,14169277000.0,47471342000.0,198830272000.0,4108250000.0,55792789000.0,11156803000.0,44635986000.0,192281680000.0,4849160000.0,KR 19 10 89,2855330,3123822791,EDSSOLEDAD@INVERLIGOL.COM,SUPERSOCIEDADES
1439,891701595,MOLINOS SANTA MARTA S.A.S,05,ANTIOQUIA,05001,MEDELLÍN,1051,Elaboración de productos de molinería,43.7015742642026,147445223000.0,39086711000.0,108358512000.0,198643648000.0,20773191000.0,177685147000.0,89670448000.0,88014699000.0,162600464000.0,16166194000.0,Cra 52   2  -  38,3655600,6043655600,correspondeciasnch.domesa@serviciosnutresa.com,SUPERSOCIEDADES
1440,900275698,PANDAPAN DISTRIBUCIONE S.A.S.,05,ANTIOQUIA,05380,LA ESTRELLA,4711,"Comercio al por menor en establecimientos no especializados con surtido compuesto principalmente por alimentos, bebidas (alcohólicas y no alcohólicas) o tabaco",14.811772758384668,96917595000.0,82309573000.0,14608022000.0,198619200000.0,2195348000.0,80309168000.0,67896494000.0,12412674000.0,180773280000.0,1375640000.0,CL 100 SUR 45 345,4484214,3103675920,INFO@PANDAPANDISTRIBUCIONES.COM,SUPERSOCIEDADES
1441,901196014,INVERSORA FUNDACION GRUPO SOCIAL S.A.S,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C.",6613,Otras actividades relacionadas con el mercado de valores,5.47296372347707,2338896494000.0,112615259000.0,2226281235000.0,198586336000.0,231405550000.0,2282830907000.0,227273582000.0,2055557325000.0,437769568000.0,312462758000.0,CALLE 72 10 71 PISO 9,5953810,3152486122,notificacionesifgs@fundaciongruposocial.co,SUPERSOCIEDADES
1442,900308815,CO INTERNET S.A.S,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C.",6190,Otras actividades de telecomunicaciones,14.379192334017796,203361681000.0,153991190000.0,49370491000.0,198430400000.0,-21759911000.0,233897018000.0,162766616000.0,71130402000.0,173867424000.0,11404499000.0,CL 81 11 08 OF 4 110,6169961,3115181680,eduardo@cointernet.com.co,SUPERSOCIEDADES
1443,830116807,PARTEQUIPOS MAQUINARIA SAS,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C.",4659,Comercio al por mayor de otros tipos de maquinaria y equipo n.c.p.,20.88432580424367,137829500000.0,78551764000.0,59277736000.0,197991840000.0,10416070000.0,119503211000.0,70641545000.0,48861666000.0,159675424000.0,9236189000.0,DIG 16 96 G 85,4926260,3002283205,jefe.contable@partequipos.com,SUPERSOCIEDADES
1444,822000851,DISTRIBUCIONES HERNANDEZ GOMEZ LTDA,50,META,50001,VILLAVICENCIO,4731,Comercio al por menor de combustible para automotores,27.28268309377139,47337396000.0,25324357000.0,22013039000.0,197805376000.0,8487366000.0,36281046000.0,25452795000.0,10828251000.0,189810528000.0,1491987000.0,CRA 38 NO 19 - 55,6086640125,3042126943,humberto.hernadez@dihego.com.co,SUPERSOCIEDADES
1445,802002435,YARA INDUSTRIAL COLOMBIA SAS,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C.",4664,"Comercio al por mayor de productos químicos básicos, cauchos y plásticos en formas primarias y productos químicos de uso agropecuario",27.644079397672826,72454123000.0,17626413000.0,54827710000.0,197798368000.0,15033364000.0,108921257000.0,55441513000.0,53479744000.0,305466144000.0,14636023000.0,CR 11 94 A 34 ED LG PISO 3,7441470,3168327045,wilson.yance@yara.com,SUPERSOCIEDADES
1446,900784482,IMPROVE QUALITY REDUCE COST SAVE LIFES AUDITORES SAS (QCL AUDITORES SAS),11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C.",7020,Actividades de consultoría de gestión,,77838494000.0,34387517000.0,43450977000.0,197761651000.0,29278042000.0,60638243000.0,10008214000.0,50630029000.0,142548498000.0,7914743000.0,,,,,SUPERSALUD
1447,900578105,CORPORACIÓN SALUD UN,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C.",8621,"Actividades de la práctica médica, sin internación",,100906000000.0,59906813000.0,40999187000.0,197602323000.0,10760128000.0,90142972000.0,59903914000.0,30239058000.0,163139761000.0,10161794000.0,,,,,SUPERSALUD
1448,900891513,CLINICA NUEVA RAFAEL URIBE URIBE SAS,76,VALLE DEL CAUCA,76001,SANTIAGO DE CALI,8610,"Actividades de hospitales y clínicas, con internación",,95031447000.0,73689781000.0,21341666000.0,197173144000.0,9194186000.0,73739832000.0,61592353000.0,12147479000.0,164082832000.0,6187635000.0,,,,,SUPERSALUD
1449,890324420,FERRETERIA TUBOLAMINAS SA,76,VALLE DEL CAUCA,76001,SANTIAGO DE CALI,4663,"Comercio al por mayor de materiales de construcción, artículos de ferretería, pinturas, productos de vidrio, equipo y materiales de fontanería y calefacción",40.309377138945926,109214459000.0,32050200000.0,77164259000.0,197060000000.0,4481731000.0,108269904000.0,35099666000.0,73170238000.0,229858512000.0,12843432000.0,CARRERA 15 No 49-04,4437900,3148304074,administracion@tubolaminas.com,SUPERSOCIEDADES
1450,805019723,BSN MEDICAL LTDA,76,VALLE DEL CAUCA,76892,YUMBO,2100,"Fabricación de productos farmacéuticos, sustancias químicas medicinales y productos botánicos de uso farmacéutico",22.759753593429156,170054057000.0,96774109000.0,73279948000.0,196902208000.0,-6138863000.0,179212206000.0,99710599000.0,79501607000.0,166198112000.0,7368039000.0,CRA 36 #13-451,6510200,3154762340,victor.cedeno@essity.com,SUPERSOCIEDADES
1451,800066123,GI GROUP STAFFING S.A.S.,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C.",7820,Actividades de empresas de servicios temporales,134.56262833675564,27924687000.0,22996673000.0,4928014000.0,196869024000.0,415528000.0,20943485000.0,16430999000.0,4512486000.0,159828704000.0,284942000.0,Carrera 45 94 23 Edificio Nort,3200066,3222118063,notificaciones.legal@gigroup.com,SUPERSOCIEDADES
1452,890100454,AGRO CORTEVA COLOMBIA SA,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C.",4664,"Comercio al por mayor de productos químicos básicos, cauchos y plásticos en formas primarias y productos químicos de uso agropecuario",60.73100616016427,162286864000.0,55577787000.0,106709077000.0,196712048000.0,14013724000.0,189785822000.0,96985535000.0,92800287000.0,226180496000.0,9762987000.0,CLL 113 NO 7 - 21 TO A OFC 1401,2595900,3182205514,rodrigo.millan@corteva.com,SUPERSOCIEDADES
1453,901250883,GESFUSTE COLOMBIA S.A.S,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C.",4659,Comercio al por mayor de otros tipos de maquinaria y equipo n.c.p.,4.922655715263518,79763927000.0,68865094000.0,10898833000.0,196639168000.0,1957658000.0,127882035000.0,118940860000.0,8941175000.0,150890960000.0,5150505000.0,Calle 100 # 7 - 33 Piso 11,6945315,3227216584,duarte.melo@fuste.pt,SUPERSOCIEDADES
1454,890900424,MICROPLAST ANTONIO PALACIO & CIA SAS,05,ANTIOQUIA,05001,MEDELLÍN,2229,Fabricación de artículos de plástico n.c.p.,67.79192334017796,344040859000.0,71102092000.0,272938767000.0,196332528000.0,19604232000.0,333479622000.0,86945131000.0,246534491000.0,195509344000.0,21095988000.0,CR 50 E 8 SUR 63,6042856300,3128413249,mcastano@microplast.com.co,SUPERSOCIEDADES
1455,900160905,PATTERSON-UTI INTERNATIONAL (COLOMBIA) LTDA S. DE R.L. SUCURSAL COLOMBIA,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C.",0910,Actividades de apoyo para la extracción de petróleo y de gas natural,16.49555099247091,283586445000.0,15871626000.0,267714819000.0,196001984000.0,-5122474000.0,359432478000.0,41412482000.0,318019996000.0,279946624000.0,-4603866000.0,AV CRA 9 N 113-52 ED TORRES UNIDAS II OF 402-403,6015898200,3204882465,gonzalo.bolanos@patenergy.com,SUPERSOCIEDADES
1456,900329780,PETROELECTICA DE LOS LLANOS LTD,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C.",3512,Transmisión de energía eléctrica,4.043805612594114,436210532000.0,269190000000.0,167020532000.0,195887440000.0,18603572000.0,452908480000.0,304491520000.0,148416960000.0,140798528000.0,-8036385000.0,CALLE 100 9A 45 OFICINA 405 TORRE 2,6016258282,3202714021,notificacionespel@pel.com.co,SUPERSOCIEDADES
1457,800185039,HONOR SERVICIOS DE SEGURIDAD LTDA,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C.",8010,Actividades de seguridad privada,,82470828675.0,41233350519.0,41237478156.0,195618246000.0,1080925000.0,71734111000.0,35875396000.0,35858715000.0,161776661000.0,3404621000.0,,,,,SUPERVIGILANCIA
1458,801002644,MATERIALES EMO SAS,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C.",4663,"Comercio al por mayor de materiales de construcción, artículos de ferretería, pinturas, productos de vidrio, equipo y materiales de fontanería y calefacción",23.38945927446954,184711903000.0,95765757000.0,88946146000.0,195207936000.0,5650990000.0,188300576000.0,125934277000.0,62366299000.0,154724224000.0,686877000.0,AV CARACAS Nº 45A 51-57 SUR  SANTA  LUCIA,5646313,3206173314,dircontabilidad@emo.com.co,SUPERSOCIEDADES
1459,830137461,BELLA PIEL SAS,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C.",4773,"Comercio al por menor de productos farmacéuticos y medicinales, cosméticos y artículos de tocador en establecimientos especializados",19.805612594113622,87730300000.0,43502071000.0,44228229000.0,195132752000.0,16063353000.0,62495159000.0,34330283000.0,28164876000.0,180182976000.0,12403125000.0,CLL 114 # 6A-92 OFD506,6200631,3213027008,notificaciones@bellapiel.com.co,SUPERSOCIEDADES
1460,901232631,FAREVA VILLARICA SAS,19,CAUCA,19845,VILLA RICA,2100,"Fabricación de productos farmacéuticos, sustancias químicas medicinales y productos botánicos de uso farmacéutico",5.127994524298426,132218092000.0,45115449000.0,87102643000.0,194957216000.0,2920118000.0,122447859000.0,38265334000.0,84182525000.0,161651456000.0,1702832000.0,km 43 via Panamericana Parque Industrial Caucadesa,3905400,3157005624,gerencia.villarica@fareva.co,SUPERSOCIEDADES
1461,800218155,COUNTRY MOTORS SA,08,ATLÁNTICO,08001,BARRANQUILLA,4511,Comercio de vehículos automotores nuevos,29.965776865160848,109467430000.0,71498563000.0,37968867000.0,194824608000.0,1913648000.0,121654008000.0,84872274000.0,36781734000.0,227639360000.0,3552382000.0,CALLE 77 No. 66-07,3610609,3205421882,ccontador@countrymotors.com.co,SUPERSOCIEDADES
1462,800177854,MONTAJES TECNICOS ZAMBRANO Y VARGAS SAS,50,META,50001,VILLAVICENCIO,4290,Construcción de otras obras de ingeniería civil,31.173169062286107,104132723000.0,47291369000.0,56841354000.0,194788320000.0,15408247000.0,93981756000.0,50502421000.0,43479335000.0,215910176000.0,20532712000.0,CR 34 22 56,6677808,3153269471,ADMINISTRACION@MONTAJESTECNICOS.COM,SUPERSOCIEDADES
1463,900390423,PROMOTORA CLINICA ZONA FRANCA DE URABA SAS,05,ANTIOQUIA,05045,APARTADÓ,8610,"Actividades de hospitales y clínicas, con internación",,208993000000.0,52595000000.0,156398000000.0,194717579000.0,30833923000.0,176854407000.0,52908950000.0,123945457000.0,153097248000.0,22604316000.0,,,,,SUPERSALUD
1464,800103903,QUAD GRAPHICS COLOMBIA SAS,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C.",1811,Actividades de impresión,33.48665297741273,227740650000.0,159748335000.0,67992315000.0,194466528000.0,13878301000.0,263807264000.0,209693247000.0,54114017000.0,200963776000.0,15609586000.0,CALLE 17 41 34,7450555,3002629097,asalazarmol@quad.com,SUPERSOCIEDADES
1465,860036081,SCHRADER CAMARGO S.A.S.,25,CUNDINAMARCA,25758,SOPÓ,4290,Construcción de otras obras de ingeniería civil,50.68309377138946,143935581000.0,66365731000.0,77569850000.0,194439344000.0,10606618000.0,97044253000.0,30081021000.0,66963232000.0,123195800000.0,3896094000.0,KM 1.5 DE LA VIA BRICEÑO SOPO,6016683838,3163666872,Schardercamargo@schradercamargo.com.co,SUPERSOCIEDADES
1466,860025054,INDUGRAVAS INGENIEROS CONSTRUCTORES S.A.S,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C.",4210,Construcción de carreteras y vías de ferrocarril,54.60643394934976,425244562000.0,270942873000.0,154301689000.0,194342176000.0,10205771000.0,361993976000.0,220977676000.0,141016300000.0,108832424000.0,6905890000.0,CLL 100 8A 49 TB OFC 919,6016112922,3203829089,indugravas@icein.com,SUPERSOCIEDADES
1467,901155508,REDCOL HOLDING SAS,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C.",8530,Establecimientos que combinan diferentes niveles de educación,5.88911704312115,312609840000.0,163788280000.0,148821560000.0,194148608000.0,17236994000.0,300468907000.0,168884341000.0,131584566000.0,169687104000.0,17297428000.0,CALLE 151 16 40,6015804444,3124106923,valencia@redcol.co,SUPERSOCIEDADES
1468,860026442,B BRAUN MEDICAL S.A.,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C.",4659,Comercio al por mayor de otros tipos de maquinaria y equipo n.c.p.,60.11772758384668,142334557000.0,44896581000.0,97437976000.0,193488320000.0,10904524000.0,127260795000.0,75386625000.0,51874170000.0,166775280000.0,1373015000.0,Carrera 19 100-45,6017470329,3144277299,notificaciones_oficiales.co@bbraun.com,SUPERSOCIEDADES
1469,830063800,COVAL COMERCIAL SAS,25,CUNDINAMARCA,25214,COTA,4663,"Comercio al por mayor de materiales de construcción, artículos de ferretería, pinturas, productos de vidrio, equipo y materiales de fontanería y calefacción",24.213552361396303,52004906000.0,38416181000.0,13588725000.0,193313552000.0,2004887000.0,57684786000.0,46100948000.0,11583838000.0,206274000000.0,5358766000.0,AUT MEDELLIN KM 2.5 PARQUE INDUSTRIAL GUADALAJARA BG 3,6018418445,3102619073,info@coval.com.co,SUPERSOCIEDADES
1470,860054546,MG CONSULTORES  SAS,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C.",0125,Cultivo de flor de corte,46.521560574948666,103682152000.0,61364243000.0,42317909000.0,193265072000.0,-1747816000.0,110166555000.0,82321574000.0,27844981000.0,187921136000.0,-1864649000.0,CL 97 No. 23-60 TO PROKSOL OF 702,8624332,3108016622,mgconsultores@mg-consultores.com,SUPERSOCIEDADES
1471,890923691,RODRIGUEZ Y LONDOÑO SA,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C.",4659,Comercio al por mayor de otros tipos de maquinaria y equipo n.c.p.,44.20260095824778,155185399000.0,127218729000.0,27966670000.0,193046960000.0,210075000.0,147803589000.0,120044889000.0,27758700000.0,225067360000.0,2747427000.0,AV CL 80 116 B 61,5938830,3134196285,contador1@rylsa.com.co,SUPERSOCIEDADES
1472,890114642,ARIS MINING MARMATO S.A.S,17,CALDAS,17001,MANIZALES,0722,Extracción de oro y otros metales preciosos,30.32991101984942,683074485000.0,85688961000.0,597385524000.0,192885216000.0,-22066848000.0,408698839000.0,56360201000.0,352338638000.0,197717344000.0,-11098034000.0,Carrera 43 62-39 Ofi 305B Edificio Capitalia -El cable,3106285063,3106285063,notificaciones@aris-mining.co,SUPERSOCIEDADES
1473,860025285,ERICSSON DE COLOMBIA S.A.S.,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C.",6190,Otras actividades de telecomunicaciones,54.49965776865161,191631562000.0,90299479000.0,101332083000.0,192828560000.0,-28154000.0,304748786000.0,193367154000.0,111381632000.0,264194960000.0,16948697000.0,Calle 93B 16-47/51,6239000,3112049375,hermann.murillo@ericsson.com,SUPERSOCIEDADES
1474,890906119,NUVANT S.A.S,05,ANTIOQUIA,05631,SABANETA,2221,Fabricación de formas básicas de plástico,55.57015742642026,251449898000.0,107596753000.0,143853145000.0,192715264000.0,-12752515000.0,262175467000.0,146106868000.0,116068599000.0,194375040000.0,-19317991000.0,CL61 SUR 43A290,3788686,3212843942,crodriguez@oadmin.com,SUPERSOCIEDADES
1475,860045379,COMWARE S.A.,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C.",9511,Mantenimiento y reparación de computadores y de equipo periférico,48.427104722792606,99073742000.0,59324624000.0,39749118000.0,192693840000.0,1270130000.0,94960761000.0,56481773000.0,38478988000.0,136598880000.0,3990803000.0,CARRERA 13 No. 97 - 98,6016382100,6016382100,radicacionfacturaelectronica@comware.com.co,SUPERSOCIEDADES
1476,890312630,PROTECNICA INGENIERIA SAS,76,VALLE DEL CAUCA,76892,YUMBO,2029,Fabricación de otros productos químicos n.c.p.,45.908281998631075,143175285000.0,45930541000.0,97244744000.0,192666752000.0,19275952000.0,142005344000.0,56679942000.0,85325402000.0,197810288000.0,17417616000.0,CR 34 13 150 ARROYOHONDO,6959292,3008389660,amontes@protecnicaing.com,SUPERSOCIEDADES
1477,900809717,INDUSTRIA GRAFICA  LATINOAMERICA SAS ,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C.",1811,Actividades de impresión,8.985626283367557,369181418000.0,325794751000.0,43386667000.0,192563296000.0,14719079000.0,392871722000.0,364165447000.0,28706275000.0,163201184000.0,-10091053000.0,ZONA FRANCA DEL PACIFICO CARRETERA YUMBO AEROPUERTO KM6 LOTE 6 Y 7 MZ H,6389000,0,notificaciones@ab-inbev.com,SUPERSOCIEDADES
1478,800229172,POLYBOL S A S,13,BOLÍVAR,13001,CARTAGENA DE INDIAS,2221,Fabricación de formas básicas de plástico,29.639972621492127,195605517000.0,98790938000.0,96814579000.0,192460784000.0,14494365000.0,220860703000.0,138540489000.0,82320214000.0,218137968000.0,23788746000.0,MAMONAL KM 5 SECTOR PUERTA DE HIERRO,6686380,3174007754,notificaciones@polybol.co,SUPERSOCIEDADES
1479,890900135,AVIAGEN COLOMBIA S.A,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C.",0145,Cría de aves de corral,64.55304585900069,185083085000.0,41133376000.0,143949709000.0,192294528000.0,30242901000.0,157681106000.0,38285866000.0,119395240000.0,158685328000.0,32223771000.0,TO DAVIVIENDA CL 26 68 C 61 BRR CIUDAD SALITRE OF 527,3003145,3138702469,avagencolombia@aviagen.com,SUPERSOCIEDADES
1480,800136105,MISION TEMPORAL LIMITADA,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C.",7820,Actividades de empresas de servicios temporales,32.4517453798768,53326656000.0,25582551000.0,27744105000.0,192272448000.0,476958000.0,47408903000.0,22586032000.0,24822871000.0,196855488000.0,2297580000.0,CLL 67 NO. 7 - 35 TORRE A PISO 2,3487370,3168314326,impuestos@serdan.com.co,SUPERSOCIEDADES
1481,800158850,PACKING S.A.S.,25,CUNDINAMARCA,25817,TOCANCIPÁ,1702,"Fabricación de papel y cartón ondulado (corrugado); fabricación de envases, empaques y de embalajes de papel y cartón",31.76454483230664,288180203000.0,168677489000.0,119502714000.0,192169568000.0,31519503000.0,189811291000.0,101828080000.0,87983211000.0,172791728000.0,24125773000.0,KM 28 AUTONORTE,8574211,3197687239,Andres.Valencia@packing.com.co,SUPERSOCIEDADES
1482,901209571,SAMARIA LLANOS EXPLORATION SUCURSAL COLOMBIA ,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C.",0610,Extracción de petróleo crudo,5.333333333333333,131112796000.0,92557145000.0,38555651000.0,192024208000.0,41625586000.0,44267535000.0,29749260000.0,14518275000.0,81640216000.0,22753686000.0,CLL 113 # 7 45 OF1407,2411111,3166450189,rperea@carraoenergy.com,SUPERSOCIEDADES
1483,890931835,DISMERCA SAS,05,ANTIOQUIA,05001,MEDELLÍN,4541,"Comercio de motocicletas y de sus partes, piezas y accesorios",41.14442162902122,52507702000.0,52429508000.0,78194000.0,191936144000.0,-14797309000.0,65142699000.0,53226215000.0,11916484000.0,228782656000.0,-6396197000.0,CL 38 52-50,4448101,3217791397,lparra@dismerca.com,SUPERSOCIEDADES
